age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
38,256,2,999,0,-1.1,94.199,-37.5,0.878,4963.6,yes
43,114,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,no
32,94,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,no
46,335,1,999,0,-1.8,93.369,-34.8,0.65,5008.7,yes
36,54,3,999,0,1.1,93.994,-36.4,4.856,5191,no
32,44,4,999,0,-1.8,92.893,-46.2,1.313,5099.1,no
53,404,2,3,2,-1.1,94.199,-37.5,0.877,4963.6,yes
38,576,1,6,1,-3.4,92.431,-26.9,0.735,5017.5,yes
20,510,4,999,0,-1.8,93.876,-40,0.672,5008.7,yes
33,418,5,999,0,-1.8,92.893,-46.2,1.281,5099.1,no
39,278,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,no
48,264,1,999,0,1.4,93.918,-42.7,4.961,5228.1,no
41,961,6,999,0,-1.8,93.749,-34.6,0.644,5008.7,yes
47,394,2,999,0,-1.8,93.369,-34.8,0.643,5008.7,no
43,116,1,999,0,1.4,93.444,-36.1,4.97,5228.1,no
38,136,2,999,0,1.4,93.918,-42.7,4.961,5228.1,no
49,17,8,999,1,-1.8,92.893,-46.2,1.244,5099.1,no
44,223,2,999,1,-1.8,92.893,-46.2,1.25,5099.1,no
38,1665,3,999,0,-1.8,93.075,-47.1,1.445,5099.1,yes
30,1151,1,999,0,1.4,93.444,-36.1,4.964,5228.1,yes
42,355,2,999,0,-1.8,92.893,-46.2,1.344,5099.1,no
19,1120,1,999,0,-1.7,94.027,-38.3,0.886,4991.6,yes
34,163,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,yes
20,131,1,999,1,-2.9,92.201,-31.4,0.879,5076.2,yes
58,44,8,999,0,1.4,93.918,-42.7,4.961,5228.1,no
32,150,2,10,3,-1.1,94.199,-37.5,0.884,4963.6,yes
51,561,9,999,0,1.4,93.918,-42.7,4.957,5228.1,yes
47,226,2,999,0,1.1,93.994,-36.4,4.857,5191,no
43,110,6,999,0,1.4,93.918,-42.7,4.957,5228.1,no
59,210,3,999,2,-1.7,94.215,-40.3,0.827,4991.6,yes
43,48,10,999,0,1.4,94.465,-41.8,4.962,5228.1,no
27,622,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,no
43,611,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,no
39,617,2,999,0,1.4,93.918,-42.7,4.96,5228.1,yes
40,309,2,999,0,1.4,93.918,-42.7,4.958,5228.1,no
38,715,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,yes
33,80,1,999,0,1.1,93.994,-36.4,4.857,5191,no
51,138,3,999,0,1.4,93.918,-42.7,4.962,5228.1,no
34,407,3,8,3,-1.8,93.876,-40,0.695,5008.7,yes
59,614,1,6,2,-1.7,94.055,-39.8,0.72,4991.6,yes
29,76,3,999,0,1.4,94.465,-41.8,4.959,5228.1,no
29,247,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,no
29,370,2,999,0,1.4,93.444,-36.1,4.963,5228.1,no
30,145,1,999,0,-3.4,92.379,-29.8,0.788,5017.5,yes
42,513,1,999,2,-1.7,94.215,-40.3,0.885,4991.6,yes
49,155,2,999,0,1.4,93.444,-36.1,4.964,5228.1,no
30,622,2,999,0,-0.1,93.2,-42,4.12,5195.8,yes
20,237,5,999,0,-1.8,92.893,-46.2,1.354,5099.1,yes
27,415,5,12,1,-1.7,94.027,-38.3,0.886,4991.6,yes
29,114,1,999,0,-2.9,92.963,-40.8,1.266,5076.2,yes
32,33,1,6,1,-1.8,93.075,-47.1,1.405,5099.1,no
34,288,1,999,0,1.4,93.918,-42.7,4.962,5228.1,no
59,277,1,999,0,-2.9,92.201,-31.4,0.884,5076.2,yes
22,179,2,999,0,-1.8,93.075,-47.1,1.445,5099.1,no
33,80,3,999,0,1.4,93.444,-36.1,4.962,5228.1,no
38,309,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,no
32,62,2,999,0,1.4,94.465,-41.8,4.959,5228.1,no
34,107,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,yes
39,363,2,999,0,1.1,93.994,-36.4,4.857,5191,no
51,220,1,999,0,1.4,94.465,-41.8,4.962,5228.1,no
60,481,1,999,1,-1.1,94.199,-37.5,0.886,4963.6,yes
35,473,2,999,1,-3,92.713,-33,0.706,5023.5,yes
66,43,1,999,2,-2.9,92.201,-31.4,0.861,5076.2,no
49,51,1,999,0,-0.1,93.798,-40.4,4.912,5195.8,no
57,532,3,999,0,-1.8,92.893,-46.2,1.354,5099.1,yes
24,607,3,13,1,-1.7,94.215,-40.3,0.889,4991.6,yes
38,1015,1,999,0,1.1,93.994,-36.4,4.856,5191,yes
48,58,5,999,0,1.4,93.444,-36.1,4.965,5228.1,no
26,298,2,999,2,-1.8,92.893,-46.2,1.299,5099.1,no
34,1190,2,999,0,-1.8,92.893,-46.2,1.25,5099.1,yes
57,846,4,999,0,1.4,93.444,-36.1,4.965,5228.1,yes
35,17,1,999,0,-0.1,93.2,-42,4.153,5195.8,no
42,2372,3,999,0,1.4,93.444,-36.1,4.962,5228.1,yes
51,512,5,999,0,1.4,93.444,-36.1,4.964,5228.1,yes
26,578,1,999,0,1.4,93.918,-42.7,4.957,5228.1,yes
54,28,6,999,0,1.4,94.465,-41.8,4.967,5228.1,no
29,260,3,999,0,-2.9,92.201,-31.4,0.869,5076.2,yes
83,178,1,6,2,-1.7,94.215,-40.3,0.835,4991.6,yes
24,513,9,999,0,-1.8,92.893,-46.2,1.27,5099.1,yes
32,891,4,999,0,1.4,93.918,-42.7,4.96,5228.1,yes
66,229,1,6,1,-1.8,93.369,-34.8,0.655,5008.7,yes
55,236,1,999,0,-0.1,93.2,-42,4.191,5195.8,no
46,565,2,999,0,1.1,93.994,-36.4,4.856,5191,no
43,1141,6,999,0,1.4,94.465,-41.8,4.958,5228.1,yes
32,101,1,999,0,-0.1,93.798,-40.4,4.968,5195.8,yes
23,380,1,3,1,-1.1,94.601,-49.5,1.029,4963.6,yes
36,560,3,999,0,1.4,94.465,-41.8,4.959,5228.1,yes
40,182,5,999,0,-1.8,92.893,-46.2,1.299,5099.1,no
51,396,4,999,1,-1.7,94.215,-40.3,0.899,4991.6,yes
31,142,1,999,0,1.4,93.444,-36.1,4.964,5228.1,no
25,299,3,999,0,-1.8,92.893,-46.2,1.313,5099.1,no
45,1597,2,999,0,1.1,93.994,-36.4,4.857,5191,yes
31,672,2,999,0,1.4,94.465,-41.8,4.967,5228.1,no
37,609,2,7,3,-1.7,94.215,-40.3,0.782,4991.6,yes
56,337,2,3,2,-1.7,94.055,-39.8,0.767,4991.6,yes
39,19,6,999,0,-1.8,92.893,-46.2,1.313,5099.1,no
43,150,8,999,0,-1.8,92.893,-46.2,1.244,5099.1,no
30,128,2,999,0,1.4,93.918,-42.7,4.963,5228.1,no
39,552,3,999,1,-0.1,93.2,-42,4.021,5195.8,no
37,57,2,999,0,1.1,93.994,-36.4,4.858,5191,no
66,82,3,999,3,-2.9,92.201,-31.4,0.854,5076.2,no
56,260,1,999,0,1.1,93.994,-36.4,4.859,5191,no
56,972,2,999,0,-0.1,93.2,-42,4.153,5195.8,no
34,241,1,6,1,-1.8,93.369,-34.8,0.652,5008.7,yes
44,184,2,999,0,1.1,93.994,-36.4,4.857,5191,no
24,158,1,999,0,-2.9,92.201,-31.4,0.851,5076.2,yes
34,328,1,999,0,-1.8,93.075,-47.1,1.406,5099.1,yes
20,131,1,999,3,-3.4,92.649,-30.1,0.715,5017.5,yes
53,185,10,999,0,1.4,93.918,-42.7,4.963,5228.1,no
35,124,1,999,0,1.1,93.994,-36.4,4.857,5191,no
25,660,2,6,3,-1.7,94.055,-39.8,0.761,4991.6,yes
30,243,3,999,0,-1.8,93.075,-47.1,1.483,5099.1,yes
22,139,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,no
56,218,5,999,0,-2.9,92.963,-40.8,1.26,5076.2,no
38,403,2,999,0,-1.1,94.767,-50.8,1.03,4963.6,yes
27,212,4,999,0,-1.8,92.893,-46.2,1.25,5099.1,no
29,206,1,999,0,1.4,93.918,-42.7,4.96,5228.1,no
32,120,1,999,0,1.1,93.994,-36.4,4.856,5191,no
34,154,2,999,0,1.1,93.994,-36.4,4.856,5191,no
30,80,3,999,0,-1.8,93.075,-47.1,1.483,5099.1,no
47,281,2,999,1,-1.1,94.199,-37.5,0.884,4963.6,no
34,290,2,999,0,-3.4,92.431,-26.9,0.742,5017.5,yes
56,277,1,999,1,-3.4,92.379,-29.8,0.75,5017.5,yes
25,984,7,999,0,1.4,93.918,-42.7,4.963,5228.1,no
34,195,2,999,0,-3,92.713,-33,0.707,5023.5,no
58,56,9,999,0,-1.8,92.893,-46.2,1.244,5099.1,no
35,88,5,999,0,1.4,93.444,-36.1,4.962,5228.1,no
45,1721,2,999,0,1.1,93.994,-36.4,4.856,5191,yes
57,199,4,999,0,1.4,93.444,-36.1,4.964,5228.1,no
34,910,2,6,3,-1.8,93.369,-34.8,0.643,5008.7,yes
32,479,2,999,0,-3,92.713,-33,0.715,5023.5,yes
32,214,2,999,0,-1.8,92.893,-46.2,1.291,5099.1,no
45,319,1,999,3,-1.1,94.767,-50.8,1.049,4963.6,no
43,935,1,999,0,1.4,94.465,-41.8,4.959,5228.1,yes
53,196,2,999,0,-1.7,94.027,-38.3,0.898,4991.6,yes
34,106,1,999,0,-0.1,93.2,-42,4.153,5195.8,no
28,884,3,999,1,-1.8,92.893,-46.2,1.266,5099.1,yes
53,227,1,999,0,-0.1,93.2,-42,4.076,5195.8,no
31,232,2,13,1,-1.1,94.199,-37.5,0.879,4963.6,yes
38,1478,5,999,0,1.4,94.465,-41.8,4.959,5228.1,no
31,336,2,6,1,-1.1,94.199,-37.5,0.879,4963.6,yes
20,213,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,yes
25,274,2,999,0,1.1,93.994,-36.4,4.857,5191,no
40,63,1,999,0,1.4,93.918,-42.7,4.962,5228.1,no
81,166,3,999,0,-3,92.713,-33,0.714,5023.5,yes
45,1068,1,999,0,1.4,94.465,-41.8,4.865,5228.1,yes
59,139,2,999,0,1.1,93.994,-36.4,4.857,5191,no
36,623,2,6,2,-2.9,92.201,-31.4,0.879,5076.2,yes
55,327,2,999,0,1.1,93.994,-36.4,4.855,5191,no
49,64,1,999,0,1.4,93.444,-36.1,4.964,5228.1,no
55,687,1,999,2,-1.7,94.215,-40.3,0.79,4991.6,yes
47,57,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,no
35,170,1,999,0,1.4,93.918,-42.7,4.963,5228.1,no
53,528,1,999,0,-0.1,93.2,-42,4.021,5195.8,yes
36,180,1,999,0,1.1,93.994,-36.4,4.855,5191,no
33,342,1,999,0,1.1,93.994,-36.4,4.855,5191,no
49,889,2,999,0,1.4,93.444,-36.1,4.966,5228.1,no
51,440,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,yes
26,598,4,12,3,-1.7,94.055,-39.8,0.767,4991.6,yes
77,178,1,999,0,-1.8,92.843,-50,1.614,5099.1,yes
57,407,2,999,0,-1.8,93.749,-34.6,0.644,5008.7,yes
58,685,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,yes
54,455,2,999,0,-3.4,92.649,-30.1,0.716,5017.5,yes
33,1176,1,999,0,-1.8,93.075,-47.1,1.498,5099.1,yes
58,344,2,999,0,-1.1,94.767,-50.8,1.041,4963.6,yes
61,196,1,999,1,-1.8,93.749,-34.6,0.638,5008.7,yes
56,403,5,999,0,1.4,94.465,-41.8,4.958,5228.1,no
59,136,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,no
50,99,2,999,0,1.4,93.918,-42.7,4.963,5228.1,no
35,1528,2,999,0,1.4,94.465,-41.8,4.962,5228.1,yes
37,57,4,999,0,1.1,93.994,-36.4,4.857,5191,no
25,393,2,999,0,-2.9,92.963,-40.8,1.235,5076.2,yes
56,212,1,999,1,-0.1,93.2,-42,4.076,5195.8,no
88,101,7,999,0,-1.8,92.843,-50,1.663,5099.1,yes
51,809,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,yes
39,212,1,999,0,1.4,94.465,-41.8,4.967,5228.1,no
22,272,1,999,0,-1.8,93.876,-40,0.697,5008.7,yes
28,23,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,no
35,388,2,999,0,-1.8,93.749,-34.6,0.659,5008.7,yes
34,730,2,999,0,1.1,93.994,-36.4,4.857,5191,no
30,165,1,999,0,1.4,93.444,-36.1,4.964,5228.1,no
38,565,2,999,0,1.1,93.994,-36.4,4.864,5191,no
47,117,2,999,0,1.4,93.918,-42.7,4.961,5228.1,no
26,203,1,999,0,1.1,93.994,-36.4,4.857,5191,no
71,167,1,999,0,-3.4,92.431,-26.9,0.742,5017.5,no
31,115,3,999,1,-1.8,92.893,-46.2,1.266,5099.1,no
25,1068,3,999,0,-1.8,92.893,-46.2,1.25,5099.1,yes
41,32,2,999,0,-0.1,93.2,-42,4.153,5195.8,no
50,620,3,999,0,-3,92.713,-33,0.717,5023.5,yes
30,123,4,999,0,1.4,94.465,-41.8,4.864,5228.1,no
44,263,2,999,0,1.4,93.918,-42.7,4.961,5228.1,no
43,269,1,999,0,1.4,93.444,-36.1,4.965,5228.1,no
30,312,3,999,0,1.4,93.444,-36.1,4.966,5228.1,no
56,988,4,999,0,1.4,94.465,-41.8,4.959,5228.1,yes
40,347,1,999,0,1.4,93.918,-42.7,4.963,5228.1,no
23,267,1,999,2,-1.7,94.215,-40.3,0.893,4991.6,yes
50,229,1,999,1,-3,92.713,-33,0.717,5023.5,yes
53,147,1,999,2,-2.9,92.963,-40.8,1.26,5076.2,yes
26,359,1,999,1,-1.8,93.369,-34.8,0.643,5008.7,no
42,426,3,999,0,1.4,93.918,-42.7,4.959,5228.1,no
45,149,1,999,0,-0.1,93.2,-42,4.191,5195.8,no
46,86,4,999,0,1.1,93.994,-36.4,4.856,5191,no
50,237,1,999,0,1.4,93.918,-42.7,4.961,5228.1,no
68,567,1,3,1,-1.1,94.601,-49.5,1,4963.6,yes
30,438,2,999,0,-2.9,92.469,-33.6,1.059,5076.2,yes
26,239,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,yes
53,92,2,999,0,1.1,93.994,-36.4,4.857,5191,no
37,249,2,999,1,-3.4,92.431,-26.9,0.733,5017.5,yes
31,978,1,999,0,1.4,93.918,-42.7,4.957,5228.1,yes
34,590,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,yes
45,101,1,999,0,-0.1,93.2,-42,4.12,5195.8,no
50,72,3,1,2,-0.1,93.2,-42,4.021,5195.8,no
53,1186,4,999,0,1.4,93.444,-36.1,4.968,5228.1,yes
28,343,2,999,1,-2.9,92.201,-31.4,0.861,5076.2,yes
34,141,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,no
34,732,1,999,0,-0.1,93.2,-42,4.076,5195.8,yes
25,362,1,999,0,1.4,94.465,-41.8,4.962,5228.1,no
45,61,2,999,1,-0.1,93.2,-42,4.191,5195.8,no
38,772,1,999,0,1.1,93.994,-36.4,4.855,5191,yes
61,246,2,999,0,-1.1,94.601,-49.5,0.987,4963.6,yes
29,276,1,999,0,-1.7,94.215,-40.3,0.84,4991.6,yes
41,264,1,999,0,1.4,93.444,-36.1,4.963,5228.1,no
48,517,2,999,1,-0.1,93.2,-42,4.12,5195.8,no
24,378,1,999,0,1.4,93.918,-42.7,4.963,5228.1,no
32,394,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,yes
40,140,2,999,0,1.4,93.444,-36.1,4.964,5228.1,no
30,101,2,999,0,1.4,93.918,-42.7,4.961,5228.1,no
79,510,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,yes
36,307,2,999,0,-1.8,92.893,-46.2,1.334,5099.1,no
38,557,1,999,0,-1.8,93.369,-34.8,0.655,5008.7,yes
68,1248,2,999,1,-3.4,92.649,-30.1,0.714,5017.5,yes
74,204,3,999,1,-2.9,92.201,-31.4,0.873,5076.2,yes
42,134,1,6,1,-3.4,92.431,-26.9,0.743,5017.5,no
37,490,4,999,0,1.4,94.465,-41.8,4.961,5228.1,yes
61,168,1,15,1,-2.9,92.201,-31.4,0.849,5076.2,yes
24,71,1,999,0,1.4,93.918,-42.7,4.963,5228.1,no
66,222,3,6,2,-1.7,94.027,-38.3,0.903,4991.6,yes
35,196,4,999,0,1.4,93.918,-42.7,4.955,5228.1,no
55,359,1,999,0,1.1,93.994,-36.4,4.858,5191,no
35,360,2,999,0,-0.1,93.2,-42,4.021,5195.8,no
37,356,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,no
43,372,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,no
34,409,1,999,1,-1.1,94.199,-37.5,0.877,4963.6,yes
48,664,3,999,0,-0.1,93.2,-42,4.021,5195.8,yes
36,878,3,999,0,1.4,94.465,-41.8,4.959,5228.1,yes
49,387,1,999,0,-3.4,92.379,-29.8,0.768,5017.5,yes
36,304,1,3,1,-1.1,94.601,-49.5,1.032,4963.6,yes
46,121,2,999,0,1.4,93.444,-36.1,4.963,5228.1,no
46,83,2,999,0,1.4,93.444,-36.1,4.966,5228.1,no
37,124,2,999,0,1.4,93.444,-36.1,4.963,5228.1,no
49,222,9,999,0,1.4,94.465,-41.8,4.959,5228.1,no
43,395,1,999,0,-2.9,92.963,-40.8,1.262,5076.2,yes
64,205,1,999,0,-2.9,92.963,-40.8,1.099,5076.2,yes
19,491,1,999,0,-1.8,92.893,-46.2,1.259,5099.1,yes
70,252,1,3,1,-1.7,94.055,-39.8,0.732,4991.6,yes
60,83,1,3,1,-3.4,92.379,-29.8,0.755,5017.5,yes
55,203,1,999,0,1.4,93.444,-36.1,4.964,5228.1,no
58,342,2,999,0,-1.8,93.876,-40,0.692,5008.7,yes
30,106,1,999,0,-3.4,92.649,-30.1,0.722,5017.5,yes
40,92,6,999,0,1.4,94.465,-41.8,4.96,5228.1,no
39,23,17,999,0,1.4,93.444,-36.1,4.962,5228.1,no
33,136,2,999,0,1.1,93.994,-36.4,4.864,5191,no
57,279,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,yes
37,179,2,999,1,-2.9,92.201,-31.4,0.884,5076.2,yes
50,93,3,999,1,-0.1,93.2,-42,4.12,5195.8,no
29,144,1,999,0,1.4,93.444,-36.1,4.963,5228.1,no
38,272,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,no
47,934,2,999,1,-1.8,92.893,-46.2,1.25,5099.1,yes
52,406,1,999,1,-3,92.713,-33,0.71,5023.5,yes
59,690,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,yes
50,893,3,999,0,1.1,93.994,-36.4,4.857,5191,yes
32,102,2,999,0,1.4,93.918,-42.7,4.962,5228.1,no
31,202,2,999,0,1.4,94.465,-41.8,4.959,5228.1,no
49,339,1,999,0,-2.9,92.963,-40.8,1.266,5076.2,yes
49,75,2,999,0,1.4,93.918,-42.7,4.968,5228.1,no
28,138,1,999,0,-1.7,94.055,-39.8,0.719,4991.6,no
31,1882,2,999,0,1.1,93.994,-36.4,4.856,5191,yes
56,280,3,6,1,-3,92.713,-33,0.715,5023.5,yes
24,423,3,999,0,-3.4,92.431,-26.9,0.722,5017.5,yes
33,164,1,999,0,1.4,93.918,-42.7,4.957,5228.1,no
44,573,5,999,0,-2.9,92.469,-33.6,0.908,5076.2,yes
52,84,3,999,0,1.1,93.994,-36.4,4.857,5191,no
50,137,1,999,0,1.1,93.994,-36.4,4.856,5191,no
38,182,2,6,1,-1.8,93.749,-34.6,0.645,5008.7,yes
30,273,2,999,0,-0.1,93.2,-42,4.153,5195.8,no
53,195,1,999,0,1.4,93.444,-36.1,4.963,5228.1,no
38,157,1,999,0,1.4,93.444,-36.1,4.965,5228.1,no
59,399,2,999,0,-1.8,92.893,-46.2,1.354,5099.1,no
31,239,3,999,0,-1.7,94.027,-38.3,0.896,4991.6,yes
73,160,1,999,0,-3.4,92.649,-30.1,0.718,5017.5,yes
34,300,6,6,1,-1.8,93.369,-34.8,0.646,5008.7,yes
33,402,1,999,0,1.1,93.994,-36.4,4.86,5191,no
38,119,1,999,0,-0.1,93.2,-42,4.021,5195.8,no
53,0,3,999,0,-1.8,93.075,-47.1,1.479,5099.1,no
38,85,5,999,0,1.4,93.444,-36.1,4.965,5228.1,no
29,144,1,999,0,1.1,93.994,-36.4,4.855,5191,no
35,344,1,6,1,-3.4,92.431,-26.9,0.733,5017.5,yes
47,261,1,999,0,-1.8,93.369,-34.8,0.646,5008.7,yes
56,80,3,999,1,-1.8,92.893,-46.2,1.244,5099.1,no
30,62,3,999,0,1.4,93.444,-36.1,4.963,5228.1,no
29,132,1,999,0,-1.8,93.369,-34.8,0.652,5008.7,yes
62,563,4,4,3,-1.7,94.055,-39.8,0.754,4991.6,yes
37,1602,6,999,0,1.4,93.918,-42.7,4.962,5228.1,yes
27,258,3,999,0,-2.9,92.469,-33.6,0.944,5076.2,no
33,302,3,999,0,1.4,93.444,-36.1,4.963,5228.1,no
31,243,2,999,1,-1.8,93.876,-40,0.677,5008.7,yes
33,361,1,999,0,1.4,94.465,-41.8,4.864,5228.1,no
49,212,1,999,0,1.4,93.444,-36.1,4.965,5228.1,no
41,294,3,999,0,1.1,93.994,-36.4,4.86,5191,no
71,230,6,999,0,-1.7,94.215,-40.3,0.896,4991.6,yes
37,56,2,999,0,1.1,93.994,-36.4,4.857,5191,no
43,604,1,999,0,1.4,93.918,-42.7,4.962,5228.1,no
51,360,1,999,0,1.1,93.994,-36.4,4.857,5191,no
38,438,1,999,0,1.1,93.994,-36.4,4.857,5191,no
42,576,1,4,1,-2.9,92.201,-31.4,0.884,5076.2,yes
30,148,2,999,0,-2.9,92.201,-31.4,0.873,5076.2,yes
30,666,1,999,0,1.4,93.444,-36.1,4.968,5228.1,no
47,99,2,999,0,-1.8,92.893,-46.2,1.27,5099.1,no
39,297,1,999,0,1.1,93.994,-36.4,4.857,5191,no
33,215,3,999,0,1.1,93.994,-36.4,4.858,5191,no
48,163,2,999,0,1.4,94.465,-41.8,4.865,5228.1,no
57,1193,5,999,0,1.1,93.994,-36.4,4.859,5191,yes
36,127,1,999,2,-1.1,94.199,-37.5,0.881,4963.6,no
41,147,1,999,0,1.4,94.465,-41.8,4.961,5228.1,no
34,415,4,999,1,-1.8,92.893,-46.2,1.25,5099.1,yes
43,87,5,999,0,1.4,93.918,-42.7,4.957,5228.1,no
34,164,3,999,0,1.4,93.918,-42.7,4.962,5228.1,no
36,49,1,999,0,1.4,94.465,-41.8,4.961,5228.1,no
37,345,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,yes
35,175,4,999,0,1.4,93.918,-42.7,4.961,5228.1,no
72,268,1,999,0,-1.7,94.215,-40.3,0.87,4991.6,yes
57,1441,2,999,0,1.4,93.918,-42.7,4.962,5228.1,yes
37,13,4,999,1,-0.1,93.2,-42,4.021,5195.8,no
47,36,3,999,0,1.4,93.444,-36.1,4.965,5228.1,no
40,245,2,999,0,1.4,94.465,-41.8,4.866,5228.1,no
26,1833,2,999,0,1.4,93.918,-42.7,4.961,5228.1,yes
42,938,1,999,0,1.1,93.994,-36.4,4.858,5191,yes
29,822,2,999,0,1.4,93.918,-42.7,4.963,5228.1,yes
30,31,2,999,0,1.4,93.918,-42.7,4.963,5228.1,no
31,284,1,999,0,1.4,93.444,-36.1,4.963,5228.1,no
39,1059,5,999,0,1.1,93.994,-36.4,4.857,5191,yes
46,179,1,999,0,1.4,94.465,-41.8,4.864,5228.1,no
36,171,1,999,0,-0.1,93.2,-42,4.153,5195.8,no
30,229,3,999,0,-1.8,92.893,-46.2,1.27,5099.1,yes
71,125,1,999,0,-2.9,92.201,-31.4,0.869,5076.2,yes
48,67,2,999,0,1.4,93.444,-36.1,4.964,5228.1,no
28,134,2,999,0,1.4,93.918,-42.7,4.956,5228.1,no
63,185,1,999,0,-1.8,93.075,-47.1,1.445,5099.1,no
28,234,2,999,0,-1.8,92.843,-50,1.531,5099.1,yes
45,462,4,999,0,-1.8,92.893,-46.2,1.25,5099.1,yes
41,16,10,999,0,-1.8,92.893,-46.2,1.244,5099.1,no
44,249,1,999,0,1.4,94.465,-41.8,4.864,5228.1,no
55,1136,1,999,0,1.4,94.465,-41.8,4.961,5228.1,yes
26,1139,1,999,0,1.4,93.918,-42.7,4.962,5228.1,yes
43,291,2,3,2,-2.9,92.201,-31.4,0.838,5076.2,yes
43,390,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,no
28,516,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,yes
28,307,1,999,2,-1.8,92.893,-46.2,1.266,5099.1,yes
58,184,1,999,0,1.1,93.994,-36.4,4.86,5191,no
24,452,1,14,1,-1.7,94.215,-40.3,0.827,4991.6,yes
38,141,1,999,1,-1.8,93.369,-34.8,0.655,5008.7,yes
42,59,3,999,0,1.4,94.465,-41.8,4.961,5228.1,no
34,409,2,999,0,1.4,93.918,-42.7,4.963,5228.1,no
51,241,3,999,0,-3,92.713,-33,0.7,5023.5,yes
29,487,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,yes
66,147,2,999,1,-2.9,92.201,-31.4,0.879,5076.2,yes
50,172,3,999,0,-1.8,92.893,-46.2,1.354,5099.1,no
44,452,6,999,0,1.4,93.444,-36.1,4.962,5228.1,yes
29,69,2,999,0,-0.1,93.2,-42,4.12,5195.8,no
32,188,2,999,0,-1.8,93.876,-40,0.672,5008.7,yes
36,1095,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,yes
30,141,1,999,0,1.4,93.444,-36.1,4.963,5228.1,no
36,208,1,999,0,1.4,94.465,-41.8,4.962,5228.1,no
54,268,6,999,0,1.4,93.918,-42.7,4.961,5228.1,no
21,103,6,999,0,-1.8,92.893,-46.2,1.25,5099.1,no
27,1061,4,999,0,1.4,93.918,-42.7,4.962,5228.1,yes
27,314,2,999,0,-1.8,92.893,-46.2,1.291,5099.1,no
37,131,6,999,0,1.4,93.918,-42.7,4.962,5228.1,no
46,375,2,999,0,-1.8,93.075,-47.1,1.41,5099.1,no
32,606,3,3,4,-1.1,94.199,-37.5,0.88,4963.6,yes
49,920,2,999,0,1.1,93.994,-36.4,4.86,5191,yes
34,31,4,999,1,-1.8,93.075,-47.1,1.405,5099.1,no
33,109,1,999,0,1.1,93.994,-36.4,4.86,5191,no
67,167,1,999,0,-3.4,92.649,-30.1,0.714,5017.5,yes
38,14,1,999,0,1.4,94.465,-41.8,4.864,5228.1,no
27,397,1,999,0,-3.4,92.379,-29.8,0.781,5017.5,yes
50,50,3,999,0,1.4,93.444,-36.1,4.964,5228.1,no
41,103,1,999,0,-1.8,93.075,-47.1,1.453,5099.1,no
32,467,2,6,1,-3.4,92.431,-26.9,0.735,5017.5,yes
60,61,3,999,0,-3.4,92.379,-29.8,0.813,5017.5,no
88,101,1,999,0,-1.8,92.843,-50,1.663,5099.1,yes
73,305,1,999,0,-2.9,92.201,-31.4,0.881,5076.2,no
32,415,2,999,0,-1.7,94.215,-40.3,0.846,4991.6,yes
45,257,1,999,0,-1.8,92.843,-50,1.51,5099.1,no
52,676,2,999,0,1.4,94.465,-41.8,4.961,5228.1,yes
54,314,3,999,0,1.4,93.444,-36.1,4.963,5228.1,no
30,864,1,999,0,1.1,93.994,-36.4,4.864,5191,yes
29,177,5,999,0,-1.8,92.893,-46.2,1.281,5099.1,no
51,301,2,999,0,1.4,93.444,-36.1,4.967,5228.1,no
36,1119,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,yes
44,160,4,999,0,1.1,93.994,-36.4,4.857,5191,no
49,41,1,999,0,1.1,93.994,-36.4,4.855,5191,no
33,359,2,999,0,-2.9,92.469,-33.6,1.018,5076.2,no
